IdPedido|IdCliente|IdEmpleado|FechaPedido|FechaEntrega|FechaEnvio|FormaEnvio|Cargo|Destinatario|DireccionDestinatario|CiudadDestinatario|RegionDestinatario|CodPostalDestinatario|PaisDestinatario
10807|FRANS|4|1996-01-31|1996-02-28|1996-03-01|1|1|Franchi S.p.A.|Via Monte Bianco 34|Torino||10100|Italia
10808|OLDWO|2|1996-02-01|1996-02-29|1996-02-09|3|46|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
10809|WELLI|7|1996-02-01|1996-02-29|1996-02-07|1|5|Wellington Importadora|Rua do Mercado. 12|Resende|SP|08737-363|Brasil
10810|LAUGB|2|1996-02-01|1996-02-29|1996-02-07|3|4|Laughing Bacchus Wine Cellars|2319 Elm St.|Vancouver|BC|V3F 2K1|Canadá
10811|LINOD|8|1996-02-02|1996-03-01|1996-02-08|1|31|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10812|REGGC|5|1996-02-02|1996-03-01|1996-02-12|1|60|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10813|RICAR|1|1996-02-05|1996-03-04|1996-02-09|1|47|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10814|VICTE|3|1996-02-05|1996-03-04|1996-02-14|3|131|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
10815|SAVEA|2|1996-02-05|1996-03-04|1996-02-14|3|15|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10816|GREAL|4|1996-02-06|1996-03-05|1996-03-06|2|720|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10817|KOENE|3|1996-02-06|1996-02-20|1996-02-13|2|306|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10818|MAGAA|7|1996-02-07|1996-03-06|1996-02-12|3|65|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bérgamo||24100|Italia
10819|CACTU|2|1996-02-07|1996-03-06|1996-02-16|3|20|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||1010|Argentina
10820|RATTC|3|1996-02-07|1996-03-06|1996-02-13|2|38|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10821|SPLIR|1|1996-02-08|1996-03-07|1996-02-15|1|37|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|82520|Estados Unidos
10822|TRAIH|6|1996-02-08|1996-03-07|1996-02-16|3|7|Trail's Head Gourmet Provisioners|722 DaVinci Blvd.|Kirkland|WA|98034|Estados Unidos
10823|LILAS|5|1996-02-09|1996-03-08|1996-02-13|2|164|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
10824|FOLKO|8|1996-02-09|1996-03-08|1996-03-01|1|1|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10825|DRACD|1|1996-02-09|1996-03-08|1996-02-14|1|79|Drachenblut Delikatessen|Walserweg 21|Aachen||52066|Alemania
10826|BLONP|6|1996-02-12|1996-03-11|1996-03-08|1|7|Blondel père et fils|24. place Kléber|Strasbourg||67000|Francia
10827|BONAP|1|1996-02-12|1996-02-26|1996-03-08|2|64|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10828|RANCH|9|1996-02-13|1996-02-27|1996-03-06|1|91|Rancho grande|Av. del Libertador 900|Buenos Aires||1010|Argentina
10829|ISLAT|9|1996-02-13|1996-03-12|1996-02-23|1|155|Island Trading|Garden HouseCrowther Way|Cowes|Isle of Wight|PO31 7PJ|Reino Unido
10830|TRADH|4|1996-02-13|1996-03-26|1996-02-21|2|82|Tradição Hipermercados|Av. Inês de Castro. 414|São Paulo|SP|05634-030|Brasil
10831|SANTG|3|1996-02-14|1996-03-13|1996-02-23|2|72|Santé Gourmet|Erling Skakkes gate 78|Stavern||4110|Noruega
10832|LAMAI|2|1996-02-14|1996-03-13|1996-02-19|2|43|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10833|OTTIK|6|1996-02-15|1996-03-14|1996-02-23|2|71|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Alemania
10834|TRADH|1|1996-02-15|1996-03-14|1996-02-19|3|30|Tradição Hipermercados|Av. Inês de Castro. 414|São Paulo|SP|05634-030|Brasil
10835|ALFKI|1|1996-02-15|1996-03-14|1996-02-21|3|70|Alfred's Futterkiste|Obere Str. 57|Berlín||12209|Alemania
10836|ERNSH|7|1996-02-16|1996-03-15|1996-02-21|1|412|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10837|BERGS|9|1996-02-16|1996-03-15|1996-02-23|3|13|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10838|LINOD|3|1996-02-19|1996-03-18|1996-02-23|3|59|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10839|TRADH|3|1996-02-19|1996-03-18|1996-02-22|3|35|Tradição Hipermercados|Av. Inês de Castro. 414|São Paulo|SP|05634-030|Brasil
10840|LINOD|4|1996-02-19|1996-04-01|1996-03-18|2|3|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10841|SUPRD|5|1996-02-20|1996-03-19|1996-02-29|2|424|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10842|TORTU|1|1996-02-20|1996-03-19|1996-02-29|3|54|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|México
10843|VICTE|4|1996-02-21|1996-03-20|1996-02-26|2|9|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
10844|PICCO|8|1996-02-21|1996-03-20|1996-02-26|2|25|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria
10845|QUICK|8|1996-02-21|1996-03-06|1996-03-01|1|213|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10846|SUPRD|2|1996-02-22|1996-04-04|1996-02-23|3|56|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10847|SAVEA|4|1996-02-22|1996-03-07|1996-03-12|3|488|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10848|CONSH|7|1996-02-23|1996-03-22|1996-02-29|2|38|Consolidated Holdings|Berkeley Gardens12  Brewery |London||WX1 6LT|Reino Unido
10849|KOENE|9|1996-02-23|1996-03-22|1996-03-01|2|1|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10850|VICTE|1|1996-02-23|1996-04-05|1996-03-01|1|49|Victuailles en stock|2. rue du Commerce|Lyon||69004|Francia
10851|RICAR|5|1996-02-26|1996-03-25|1996-03-04|1|161|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10852|RATTC|8|1996-02-26|1996-03-11|1996-03-01|1|174|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10853|BLAUS|9|1996-02-27|1996-03-26|1996-03-05|2|54|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Alemania
10854|ERNSH|3|1996-02-27|1996-03-26|1996-03-07|2|100|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10855|OLDWO|3|1996-02-27|1996-03-26|1996-03-06|1|171|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
10856|ANTON|3|1996-02-28|1996-03-27|1996-03-12|2|58|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|México
10857|BERGS|8|1996-02-28|1996-03-27|1996-03-08|2|189|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10858|LACOR|2|1996-02-29|1996-03-28|1996-03-05|1|53|La corne d'abondance|67. avenue de l'Europe|Versailles||78000|Francia
10859|FRANK|1|1996-02-29|1996-03-28|1996-03-04|2|76|Frankenversand|Berliner Platz 43|München||80805|Alemania
10860|FRANR|3|1996-02-29|1996-03-28|1996-03-06|3|19|France restauration|54. rue Royale|Nantes||44000|Francia
10861|WHITC|4|1996-03-01|1996-03-29|1996-03-19|2|15|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10862|LEHMS|8|1996-03-01|1996-04-12|1996-03-04|2|53|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10863|HILAA|4|1996-03-04|1996-04-01|1996-03-19|2|30|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10864|AROUT|4|1996-03-04|1996-04-01|1996-03-11|2|3|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10865|QUICK|2|1996-03-04|1996-03-18|1996-03-14|1|348|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10866|BERGS|5|1996-03-05|1996-04-02|1996-03-14|1|109|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10867|LONEP|6|1996-03-05|1996-04-16|1996-03-13|1|2|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|OR|97219|Estados Unidos
10868|QUEEN|7|1996-03-06|1996-04-03|1996-03-25|2|191|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10869|SEVES|5|1996-03-06|1996-04-03|1996-03-11|1|143|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|Reino Unido
10870|WHITC|5|1996-03-06|1996-04-03|1996-03-15|3|12|White Clover Markets|305 - 14th Ave. S.Suite 3B|Seattle|WA|98128|Estados Unidos
10871|BONAP|9|1996-03-07|1996-04-04|1996-03-12|2|112|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10872|GODOS|5|1996-03-07|1996-04-04|1996-03-11|2|175|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
10873|WILMK|4|1996-03-08|1996-04-05|1996-03-11|1|1|Wilman Kala|Keskuskatu 45|Helsinki||21240|Finlandia
10874|GODOS|5|1996-03-08|1996-04-05|1996-03-13|2|20|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
10875|BERGS|4|1996-03-08|1996-04-05|1996-04-02|2|32|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10876|BONAP|7|1996-03-11|1996-04-08|1996-03-14|3|60|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10877|RICAR|1|1996-03-11|1996-04-08|1996-03-21|1|38|Ricardo Adocicados|Av. Copacabana. 267|Río de Janeiro|RJ|02389-890|Brasil
10878|QUICK|4|1996-03-12|1996-04-09|1996-03-14|1|47|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10879|WILMK|3|1996-03-12|1996-04-09|1996-03-14|3|9|Wilman Kala|Keskuskatu 45|Helsinki||21240|Finlandia
10880|FOLKO|7|1996-03-12|1996-04-23|1996-03-20|1|88|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10881|CACTU|4|1996-03-13|1996-04-10|1996-03-20|1|3|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||1010|Argentina
10882|SAVEA|4|1996-03-13|1996-04-10|1996-03-22|3|23|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10883|LONEP|8|1996-03-14|1996-04-11|1996-03-22|3|1|Lonesome Pine Restaurant|89 Chiaroscuro Rd.|Portland|OR|97219|Estados Unidos
10884|LETSS|4|1996-03-14|1996-04-11|1996-03-15|2|91|Let's Stop N Shop|87 Polk St.Suite 5|San Francisco|CA|94117|Estados Unidos
10885|SUPRD|6|1996-03-14|1996-04-11|1996-03-20|3|6|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10886|HANAR|1|1996-03-15|1996-04-12|1996-04-01|1|5|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10887|GALED|8|1996-03-15|1996-04-12|1996-03-18|3|1|Galería del gastronómo|Rambla de Cataluña. 23|Barcelona||8022|España
10888|GODOS|1|1996-03-18|1996-04-15|1996-03-25|2|52|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
10889|RATTC|9|1996-03-18|1996-04-15|1996-03-25|3|281|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10890|DUMON|7|1996-03-18|1996-04-15|1996-03-20|1|33|Du monde entier|67. rue des Cinquante Otages|Nantes||44000|Francia
10891|LEHMS|7|1996-03-19|1996-04-16|1996-03-21|2|20|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10892|MAISD|4|1996-03-19|1996-04-16|1996-03-21|2|120|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Bélgica
10893|KOENE|9|1996-03-20|1996-04-17|1996-03-22|2|78|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Alemania
10894|SAVEA|1|1996-03-20|1996-04-17|1996-03-22|1|116|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10895|ERNSH|3|1996-03-20|1996-04-17|1996-03-25|1|163|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10896|MAISD|7|1996-03-21|1996-04-18|1996-03-29|3|32|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Bélgica
10897|HUNGO|3|1996-03-21|1996-04-18|1996-03-27|2|604|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10898|OCEAN|4|1996-03-22|1996-04-19|1996-04-05|2|1|Océano Atlántico Ltda.|Ing. Gustavo Moncada 8585Piso 20-A|Buenos Aires||1010|Argentina
10899|LILAS|5|1996-03-22|1996-04-19|1996-03-28|3|1|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela
10900|WELLI|1|1996-03-22|1996-04-19|1996-04-03|2|2|Wellington Importadora|Rua do Mercado. 12|Resende|SP|08737-363|Brasil
10901|HILAA|4|1996-03-25|1996-04-22|1996-03-28|1|62|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10902|FOLKO|1|1996-03-25|1996-04-22|1996-04-02|1|44|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10903|HANAR|3|1996-03-26|1996-04-23|1996-04-03|3|37|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10904|WHITC|3|1996-03-26|1996-04-23|1996-03-29|3|163|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|Estados Unidos
10905|WELLI|9|1996-03-26|1996-04-23|1996-04-05|2|14|Wellington Importadora|Rua do Mercado. 12|Resende|SP|08737-363|Brasil
10906|WOLZA|4|1996-03-27|1996-04-10|1996-04-02|3|26|Wolski Zajazd|ul. Filtrowa 68|Warszawa||01-012|Polonia
10907|SPECD|6|1996-03-27|1996-04-24|1996-03-29|3|9|Spécialités du monde|25. rue Lauriston|Paris||75016|Francia
10908|REGGC|4|1996-03-28|1996-04-25|1996-04-05|2|33|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10909|SANTG|1|1996-03-28|1996-04-25|1996-04-09|2|53|Santé Gourmet|Erling Skakkes gate 78|Stavern||4110|Noruega
10910|WILMK|1|1996-03-28|1996-04-25|1996-04-03|3|38|Wilman Kala|Keskuskatu 45|Helsinki||21240|Finlandia
10911|GODOS|3|1996-03-28|1996-04-25|1996-04-04|1|38|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
10912|HUNGO|2|1996-03-28|1996-04-25|1996-04-17|2|581|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10913|QUEEN|4|1996-03-28|1996-04-25|1996-04-03|1|33|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10914|QUEEN|6|1996-03-29|1996-04-26|1996-04-01|1|21|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10915|TORTU|2|1996-03-29|1996-04-26|1996-04-01|2|4|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|México
10916|RANCH|1|1996-03-29|1996-04-26|1996-04-08|2|64|Rancho grande|Av. del Libertador 900|Buenos Aires||1010|Argentina
10917|ROMEY|4|1996-04-01|1996-04-29|1996-04-10|2|8|Romero y tomillo|Gran Vía. 1|Madrid||28001|España
10918|BOTTM|3|1996-04-01|1996-04-29|1996-04-10|3|49|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
10919|LINOD|2|1996-04-01|1996-04-29|1996-04-03|2|20|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10920|AROUT|4|1996-04-02|1996-04-30|1996-04-08|2|30|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10921|VAFFE|1|1996-04-02|1996-05-14|1996-04-08|1|176|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10922|HANAR|5|1996-04-02|1996-04-30|1996-04-04|3|63|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10923|LAMAI|7|1996-04-02|1996-05-14|1996-04-12|3|68|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|Francia
10924|BERGS|3|1996-04-03|1996-05-01|1996-05-08|2|152|Berglunds snabbköp|Berguvsvägen  8|Luleå||S-958 22|Suecia
10925|HANAR|3|1996-04-03|1996-05-01|1996-04-12|1|2|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10926|ANATR|4|1996-04-03|1996-05-01|1996-04-10|3|40|Ana Trujillo Emparedados y helados|Avda. de la Constitución 2222|México D.F.||05021|México
10927|LACOR|4|1996-04-04|1996-05-02|1996-05-08|1|20|La corne d'abondance|67. avenue de l'Europe|Versailles||78000|Francia
10928|GALED|1|1996-04-04|1996-05-02|1996-04-17|1|1|Galería del gastronómo|Rambla de Cataluña. 23|Barcelona||8022|España
10929|FRANK|6|1996-04-04|1996-05-02|1996-04-11|1|34|Frankenversand|Berliner Platz 43|München||80805|Alemania
10930|SUPRD|4|1996-04-05|1996-05-17|1996-04-17|3|16|Suprêmes délices|Boulevard Tirou. 255|Charleroi||B-6000|Bélgica
10931|RICSU|4|1996-04-05|1996-04-19|1996-04-18|2|14|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
10932|BONAP|8|1996-04-05|1996-05-03|1996-04-23|1|135|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10933|ISLAT|6|1996-04-05|1996-05-03|1996-04-15|3|54|Island Trading|Garden HouseCrowther Way|Cowes|Isle of Wight|PO31 7PJ|Reino Unido
10934|LEHMS|3|1996-04-08|1996-05-06|1996-04-11|3|32|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M. ||60528|Alemania
10935|WELLI|4|1996-04-08|1996-05-06|1996-04-17|3|48|Wellington Importadora|Rua do Mercado. 12|Resende|SP|08737-363|Brasil
10936|GREAL|3|1996-04-08|1996-05-06|1996-04-17|2|34|Great Lakes Food Market|2732 Baker Blvd.|Eugene|OR|97403|Estados Unidos
10937|CACTU|7|1996-04-09|1996-04-23|1996-04-12|3|32|Cactus Comidas para llevar|Cerrito 333|Buenos Aires||1010|Argentina
10938|QUICK|3|1996-04-09|1996-05-07|1996-04-15|2|32|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10939|MAGAA|2|1996-04-09|1996-05-07|1996-04-12|2|76|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bérgamo||24100|Italia
10940|BONAP|8|1996-04-10|1996-05-08|1996-04-22|3|20|Bon app'|12. rue des Bouchers|Marseille||13008|Francia
10941|SAVEA|7|1996-04-10|1996-05-08|1996-04-19|2|401|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10942|REGGC|9|1996-04-10|1996-05-08|1996-04-17|3|18|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||42100|Italia
10943|BSBEV|4|1996-04-10|1996-05-08|1996-04-18|2|2|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10944|BOTTM|6|1996-04-11|1996-04-25|1996-04-12|3|53|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
10945|MORGK|4|1996-04-11|1996-05-09|1996-04-17|1|10|Morgenstern Gesundkost|Heerstr. 22|Leipzig||04179|Alemania
10946|VAFFE|1|1996-04-11|1996-05-09|1996-04-18|2|27|Vaffeljernet|Smagsløget 45|Århus||8200|Dinamarca
10947|BSBEV|3|1996-04-12|1996-05-10|1996-04-15|2|3|B's Beverages|Fauntleroy Circus|London||EC2 5NT|Reino Unido
10948|GODOS|3|1996-04-12|1996-05-10|1996-04-18|3|23|Godos Cocina Típica|C/ Romero. 33|Sevilla||41101|España
10949|BOTTM|2|1996-04-12|1996-05-10|1996-04-16|3|74|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
10950|MAGAA|1|1996-04-15|1996-05-13|1996-04-22|2|3|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bérgamo||24100|Italia
10951|RICSU|9|1996-04-15|1996-05-27|1996-05-07|2|31|Richter Supermarkt|Starenweg 5|Genève||1204|Suiza
10952|ALFKI|1|1996-04-15|1996-05-27|1996-04-23|1|40|Alfred's Futterkiste|Obere Str. 57|Berlín||12209|Alemania
10953|AROUT|9|1996-04-15|1996-04-29|1996-04-24|2|24|Around the Horn|Brook FarmStratford St. Mary|Colchester|Essex|CO7 6JX|Reino Unido
10954|LINOD|5|1996-04-16|1996-05-28|1996-04-19|1|28|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela
10955|FOLKO|8|1996-04-16|1996-05-14|1996-04-19|2|3|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10956|BLAUS|6|1996-04-16|1996-05-28|1996-04-19|2|45|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Alemania
10957|HILAA|8|1996-04-17|1996-05-15|1996-04-26|3|105|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10958|OCEAN|7|1996-04-17|1996-05-15|1996-04-26|2|50|Océano Atlántico Ltda.|Ing. Gustavo Moncada 8585Piso 20-A|Buenos Aires||1010|Argentina
10959|GOURL|6|1996-04-17|1996-05-29|1996-04-22|2|5|Gourmet Lanchonetes|Av. Brasil. 442|Campinas|SP|04876-786|Brasil
10960|HILAA|3|1996-04-18|1996-05-02|1996-05-08|1|2|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10961|QUEEN|8|1996-04-18|1996-05-16|1996-04-29|1|104|Queen Cozinha|Alameda dos Canàrios. 891|São Paulo|SP|05487-020|Brasil
10962|QUICK|8|1996-04-18|1996-05-16|1996-04-22|2|276|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10963|FURIB|9|1996-04-18|1996-05-16|1996-04-25|3|3|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal
10964|SPECD|3|1996-04-19|1996-05-17|1996-04-23|2|87|Spécialités du monde|25. rue Lauriston|Paris||75016|Francia
10965|OLDWO|6|1996-04-19|1996-05-17|1996-04-29|3|144|Old World Delicatessen|2743 Bering St.|Anchorage|AK|99508|Estados Unidos
10966|CHOPS|4|1996-04-19|1996-05-17|1996-05-08|1|27|Chop-suey Chinese|Hauptstr. 31|Bern||3012|Suiza
10967|TOMSP|2|1996-04-22|1996-05-20|1996-05-02|2|62|Toms Spezialitäten|Luisenstr. 48|Münster||44087|Alemania
10968|ERNSH|1|1996-04-22|1996-05-20|1996-05-01|3|75|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10969|COMMI|1|1996-04-22|1996-05-20|1996-04-29|2|0|Comércio Mineiro|Av. dos Lusíadas. 23|São Paulo|SP|05432-043|Brasil
10970|BOLID|9|1996-04-23|1996-05-07|1996-05-24|1|16|Bólido Comidas preparadas|C/ Araquil. 67|Madrid||28023|España
10971|FRANR|2|1996-04-23|1996-05-21|1996-05-02|2|122|France restauration|54. rue Royale|Nantes||44000|Francia
10972|LACOR|4|1996-04-23|1996-05-21|1996-04-25|2|0|La corne d'abondance|67. avenue de l'Europe|Versailles||78000|Francia
10973|LACOR|6|1996-04-23|1996-05-21|1996-04-26|2|15|La corne d'abondance|67. avenue de l'Europe|Versailles||78000|Francia
10974|SPLIR|3|1996-04-24|1996-05-08|1996-05-03|3|13|Split Rail Beer & Ale|P.O. Box 555|Lander|WY|82520|Estados Unidos
10975|BOTTM|1|1996-04-24|1996-05-22|1996-04-26|3|32|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
10976|HILAA|1|1996-04-24|1996-06-05|1996-05-03|1|38|HILARIÓN-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela
10977|FOLKO|8|1996-04-25|1996-05-23|1996-05-10|3|209|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10978|MAISD|9|1996-04-25|1996-05-23|1996-05-23|2|33|Maison Dewey|Rue Joseph-Bens 532|Bruxelles||B-1180|Bélgica
10979|ERNSH|8|1996-04-25|1996-05-23|1996-04-30|2|353|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10980|FOLKO|4|1996-04-26|1996-06-07|1996-05-17|1|1|Folk och fä HB|Åkergatan 24|Bräcke||S-844 67|Suecia
10981|HANAR|1|1996-04-26|1996-05-24|1996-05-02|2|193|Hanari Carnes|Rua do Paço. 67|Río de Janeiro|RJ|05454-876|Brasil
10982|BOTTM|2|1996-04-26|1996-05-24|1996-05-08|1|14|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canadá
10983|SAVEA|2|1996-04-26|1996-05-24|1996-05-06|2|658|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10984|SAVEA|1|1996-04-29|1996-05-27|1996-05-03|3|211|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|Estados Unidos
10985|HUNGO|2|1996-04-29|1996-05-27|1996-05-02|1|92|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Irlanda
10986|OCEAN|8|1996-04-29|1996-05-27|1996-05-21|2|218|Océano Atlántico Ltda.|Ing. Gustavo Moncada 8585Piso 20-A|Buenos Aires||1010|Argentina
10987|EASTC|8|1996-04-30|1996-05-28|1996-05-06|1|185|Eastern Connection|35 King George|London||WX3 6FW|Reino Unido
10988|RATTC|3|1996-04-30|1996-05-28|1996-05-10|2|61|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|Estados Unidos
10989|QUEDE|2|1996-04-30|1996-05-28|1996-05-02|1|35|Que Delícia|Rua da Panificadora. 12|Río de Janeiro|RJ|02389-673|Brasil
10990|ERNSH|2|1996-05-01|1996-06-12|1996-05-07|3|118|Ernst Handel|Kirchgasse 6|Graz||8010|Austria
10991|QUICK|1|1996-05-01|1996-05-29|1996-05-07|1|39|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Alemania
10992|THEBI|1|1996-05-01|1996-05-29|1996-05-03|3|4|The Big Cheese|89 Jefferson WaySuite 2|Portland|OR|97201|Estados Unidos
